Codigo;Descripcion;UbicacionCorregida;DisponibleCodigo;UDS_1Mes;UDS_3Meses;Almacen;Catalogo;Obsoleto;Tipo;UbicacionCodigo;Padre;UbicacionPadre;DisponiblePadre;Volumen;Peso;DeptATerceros;DeptDeTerceros;UbicacionCodigoAlt1;UbicacionCodigoAlt2;Existencias;MOSTRAR EN HEATMAP
01ACECAL;ACERO CALIBRADO REDONDO F-1  4;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01ACECALEX;ACERO CALIBRADO EXAGONAL FORAL;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01ACEPLE;ACERO PLETINA CALIBRADA   20X5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01ACEPLE1;ACERO PLETINA CALIBRADA   10X5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01ACEPLE2;ACERO PLETINA CALIBRADA   20X3;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR001;BARRA OVAL 32X14X1.5 (PERFIL);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR002;BARRA TRIANGULAR 697 MM*T*;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR003;BARRA TRIANGULAR 1002 MM*T*;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR004;BARRA TRIAN.1311 MM*T* NO PEDI;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR120741;BARRA 741/120 S/MECANIZAR BRUT;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR230741;BARRA 741/2X30 BRUTO S/MECANIZ;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR400741;BARRA 741/40 S/MECANIZAR;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR600741;BARRA 741/60 BRUTO S/MECANIZAR;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAR800741;BARRA 741/80 S/MECANIZAR;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01BAS001;*ANU*BOTE PROTOTIPO 5 S/M SUAY;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01CHA001;CHA.HIE.PUL.ZETA 0.82X0.62;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01CHA002;CHA.HIE.PUL.N 2000X1000X0.6;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01CHA0031;CHAPA 440X440X1 M/M AZ  (71/30;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01CHA0032;CHAPA 515X515X1 M/M AZ  (71/40;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01CHA004;CHA.HIE.PUL.ZETA 2X0.62;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01CHA005;CHAPA ALUM.GOFRADA 2000X1000X6;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PER001;PERFIL ANGULO (25X25X1.5);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PEROVAL;PERFIL OVAL (PCF) 32X14X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PEROVAL2;PERFIL OVAL (PCF) 30X15X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLA001;PLANCHA HIERRO 2000X1000X1.5MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLA002;PLANCHA GALV 2000X1000X1MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLA003;PLANCHA PULIDA 2000X1000X0.8;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLA004;PLANCHA PULIDA 2000X1000X0.7;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLA005;PLANCHA PULIDA 2000X1000X0.2;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLE001;PLETINA 6X12 CALIBRADA HIERRO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLE002;PLETINA 20X3 CALIBRADA HIERRO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01PLE003;PLETINA 20X5 CALIBRADA HIERRO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB001;TUBO RECTANGULAR HIE 20X10X15;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB002;TUBO CUADRADO 10X10X1;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00280;TUBO CUADRADO 80X80X2MM DECAPA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB003;TUBO REDONDO 12X1.2;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00313;TUBO REDONDO 13X1;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00315;TUBO REDONDO 15X1 MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00316;TUBO REDONDO 16X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00320;TUBO REDONDO 20X1;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00325;TUBO REDONDO 25X1 MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB004;TUBO ALUMINIO REDONDO 18X20;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB005;TUBO CUADRADO PCF 35X35X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB006;TUBO RECTANGULAR 80X40X2;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB007;TUBO RECTANGULAR 35X15X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB00825;TUBO LATON RED LISO 25X1;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB0088;TUBO LATON RED LISO 8X1;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB009;TUBO CUADRADO 14X14X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB010;TUBO CUADRADO 14X14X1;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB011;TUBO CUADRADO 20X20X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB012;TUBO CUADRADO 12X12X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB013;TUBO RECTANGULAR 40X30X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB014;TUBO RECTANGULAR 20X10X1 MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB015;REDONDO CALIBRADO 4 MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB016;TUBO RECTANGULAR 20X15X15;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB017;TUBO RECTANGULAR 40X10X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01TUB018;TUBO RECTANGULAR 20X15X1.5;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
01VAR001;VARILLA TIJA 5065 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
02ARO001;ARO 772 Ø 182 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
02ARO002;ARO 772 Ø 243 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
02ARO003;ANILLA 772 Ø 28 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
02ARO004;GALLATO 772 Ø28X53 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
02PLE001;PLETINA 772 *U* BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
0CAJ800600;CAJON PLASTICO 800X600;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1003313;RELOJ 1003/313;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1003313I;RELOJ COCINA 1003;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1004313;RELOJ 1004/313;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1004313I;RELOJ COCINA 1004;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1005313;RELOJ 1005/313            **;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1006313;RELOJ 1006/313         **;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1008313;RELOJ 1008/313;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1008313I;RELOJ COCINA 1008;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1009313;RELOJ 1009/313         **;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1011;*ANUL*ARO FIJO BLANCO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1011313;RELOJ 1011/313;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1011313I;RELOJ COCINA 1011;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1012;*ANUL*ARO FIJO ORO NN;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
101890LP;Elma 16/9405 LED Espejo Blanco, LED 1x49W 3000K 3458lm, IP44 CL.II, LED integrado;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0,093564;8;0;0;;;0;
1021;*ANUL*EMPOTRABLE OSCIL.BLANCO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1022;*ANUL*EMPOTRABLE OSCIL.ORO NN;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1031;*ANUL*EMPOTRABLE BOLA BLANCA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1032;*ANUL*EMPOTRABLE BOLA ORO NN;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
104;*ANUL*ARO CRISTAL;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
10MUEST1;CODIGO ANULADO 26/7/00;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
10MUEST2;CODIGO ANULADO 26/7/00;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
10MUEST3;CODIGO ANULADO 26/7/00;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
10MUEST4;CODIGO ANULADO 26/7/00;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
111033NM;CODIGO ANULADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
116511NM;CODIGO ANULADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
116561NMS;*ANU*ILUMINACUAD. 16/56/23 NQ/;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
116561U;*ANU*ILUMINACUADRO 16/56/23 CU;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
116562NMS;ILUMINACUAD.16/56/45 NQ/SATINA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
116562U;ILUMINACUADRO 16/56/45 CUERO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
144366;*ANUL*MESA FLOR;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET303230;ACCESORIO TALLER 303/2X30;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET30340;ACCESORIO TALLER 303/40;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET30380;ACCESORIO TALLER 303/80;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET849230;ACCESORIO TALLER 849/2X30;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET84940;ACCESORIO TALLER 849/40;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET84960;ACCESORIO TALLER 849/60;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET948230;ACCESORIO TALLER 948/2X30;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACCET94840;ACCESORIO TALLER 948/40;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACOP8168P;ACOPLE 8168 PIE BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACOP8168PNS;ACOPLE 8168 PIE NIQUEL SATINADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ACOP8168PS;ACOPLE 8168 PIE BRUTO SOLDADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ADO9127;ADORNO 9127 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ADO9127C;ADORNO 9127 CROMO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ADO9127NS;ADORNO 9127 NIQUEL SATINADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ADOR001;ADORNO 16/9000 BRUTO AZ;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ADOR001NS;ADORNO 16/9000 NIQ.SAT.;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ADOR001S;ADORNO 16/9000 BRUTO SOLDADA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFO2000;ARO FOCO S-2000 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC2000B;ARO FOCO S-2000 BLANCO(72);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC2000G;CODIGO ANULADO 02/02/01.;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC2000O;ARO FOCO S-2000 ORO(361);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC4003;*ANU*ARO FOCO S-4003(473)BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC4003C;ARO FOCO S-4003 CROMO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC4003O;ARO FOCO S-4003 ORO(361);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC4003PL;ARO FOCO S-4003 PLATA(493);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AFOC4003U;ARO FOCO S-4003 CUERO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES1;AJUSTES;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES12;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES2;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES3;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES4;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES5;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES6;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES7;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1AJUSTES8;;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI001;ANILLA TUBO 30X5 Hº BRUTO(1044;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI001C;ANILLA TUBO 30X5 Hº CROMO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI10187;ANILLO 10187 BRUTO 1200X1.5 Ø);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI10187L;ANILLO 10187 LATON (1200X1.5 Ø);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI10255;ANILLO 10255 BRUTO 900X1.5 Ø);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI10255L;ANILLO 10255 LATON 900X1.5 Ø);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI24;ANILLA ROSCADA 24MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI24P;ANILLA PASANTE 24MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ANI60;ANILLA 60 3TALADROS  4MM;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1APS2500523NM;Aspa 2500/52 Niquel Mate;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0,044212;7,18;0;0;;;0;
1AR8128B;ARO CON INSTALACION 8128;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARC230303;ARCO 303/2X30 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARC400302;ARCO 302/40 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARC400303;ARCO 303/40 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARC800302;ARCO 302/80 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARC800303;ARCO 303/80 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000001;*ANUL*ARMAZON LAMP. 300;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000002;*ANUL*ARMAZON LAMP. 400;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0001;ARMAZON SOBREMESA 8199 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0001M;ARMAZON SOBREMESA 8199 ACERO CORTEN;1K052;4;;;COMP;OTROS;FALSO;COMP;1K052;;;;0;0;0;0;;;4;
1ARM0002;ARMAZON PIE 8199 (BASE+ VARILLAS+CRUZ CENTRAL) BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0002M;ARMAZON PIE 8199 (BASE+ VARILLAS+CRUZ CENTRAL) ACERO CORTEN;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0002N;Pamela Armazón Ø680x70mm sin encordar Negro Texturado;A15130;0;;;PT;OTROS;FALSO;COMP;;5PANT39137NTJ;A15130;26;0;0;0;0;;;30;
1ARM0003;ARMAZON PIE 8199 (VARILLAS+CRUZ CENTRAL) BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000306;CAJETIN 306 *F* BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000306B;ARM.306 BLANCO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000306S;ARMAZON 306 BRUTO TERMDO*F473*;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0003M;ARMAZON PIE 8199-120 (VARILLAS+CRUZ CENTRAL) ACERO CORTEN;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000877;CAJETIN 877 BRUTO*T*;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM000877B;*ANU*CAJETIN 877 BLANCO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0010;ARMAZON 756 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0010B;ARMAZON 756 BLANCO+;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0011A;ARMAZON 2018/1 SM AZUL OXIDO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0011MA;ARMAZON 2018/1 SM MARRON OXIDO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM001230;ARMAZON 133/2X30 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM001230PL;ARMAZON 133/2X30 PLATA(557)!;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM001230TI;ARMAZON 133/2X30 TITANIO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0013A;*ANUL*ARMAZON 2018/3 AZUL OXID;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0013MA;*ANUL*ARMAZON 2018/3 MARRON OX;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0013V;*ANUL*ARM LAMP 2016/3 VERD NAR;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM00140;ARMAZON 133/40 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM00140PL;ARMAZON 133/40 PLATA(550);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM00140TI;ARMAZON 133/40 TITANIO(550);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0015A;ARMAZON 2018/5 AZUL OXIDO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0015MA;ARMAZON 2018/5 MARRON OXIDO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM00160;ARMAZON 133/60 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM00160PL;ARMAZON 133/60 PLATA(550)!;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM00160TI;ARMAZON 133/60 TITANIO(550);;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0017;*ANULADO*ARMAZON 758/40 BRUTO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0017230;ARM.758/2X30 BRUTO*T*;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0017230B;ARM.758/2X30 BLANCO;2J042;0;;;COMP;CHANCAS;VERDADERO;COMP;2J042;;;;0;0;0;0;;;0;
1ARM0017230S;ARM.758/2X30 BRUTO TERMINADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0017B;ARM.758/40 BLANCO;;0;;;OTRO;CHANCAS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0017BI;ARMAZON 758/40 BCO INSTALADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0017BT;ARMAZON 758/40 BCO + TALLER;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0018;ARM.799/40 BRUTO;;0;;;OTRO;CHANCAS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0018NS;*ANU*ARM.799/40 NQ/SATINADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0018PL;ARM.799/40 PLATA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0018TI;ARM.799/40 TITANIO;;0;;;OTRO;CHANCAS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0019;ARMAZON 7143/2X10 BRUTO BAÑO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM001940;ARM.813/40 BRUTO MADERA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM001940BT;ARM.813/40 MADERA BCO TEXTURA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM001940NS;ARM.813/40 MADERA NQ/SATINADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0019BT;ARM.813/40 BCO TEXTURADO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0019C;*ANU*ARM.813/40 CROMO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0019NS;ARMAZON 7143/2X10 NQ/SAT PINTURA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0020;ARMAZON 7143/2X15 BRUTO BAÑO;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0020230;ARM.813/2X30 BRUTO MADERA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
1ARM0020230N;ARM.813/2X30 MADERA NQ/SATINA;;0;;;OTRO;OTROS;VERDADERO;COMP;;;;;0;0;0;0;;;0;
